Hash,Message,Parent Hashes,Is Merge Commit,Modified Files
fa1b86f9c950fbe8e1ca5397b46f3bf93f95cf30,"Enhance manim banner animations (#1308)

* test

* revert test changes

* Enhance create animation
- Better Code readability
- fix jumping triangle bug
- Small fade in for spiraling shapes
- Ease out rate function instead of smooth
- allow run_time paramter

* Add docs for run_time parameter

* Simplify expand animation code

* Change animation to uncover letters

* Rework  expand animation

* add run_time parameter to expand

* Make expansion centered

* add direction to expand

* change direction default

* Finishing touches
- Slide back correctly aligned
- documentation

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Fix bug in docs

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Fix bug related to memory usage issue

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix bug (now really)

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Update manim/mobject/logo.py

Co-authored-by: Benjamin Hackl <devel@benjamin-hackl.at>

* rename shape to shapes

* remove unnecessary comment

* fix remaining occurances of ""shape""

Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>
Co-authored-by: Benjamin Hackl <devel@benjamin-hackl.at>
Co-authored-by: Naveen M K <naveen@syrusdark.website>",['65fa84ce06b7a4d7cd9415c2e06bff05307a2afa'],False,['logo.py']
875f2d1f6d7ff0152fcaabb8e9544e74f75faee6,"Notify user if they are using an outdated version of Manim (#1237)

* Notify user if local version is outdated

Running the `manim` command will display the version number as green
if it is the latest detected on GitHub. Otherwise, display the version
number as red and let the user know that a newer version is available.

* Black formatting

* Add requests dependency

* Switch to PyPi API since it's not ratelimited

* Add CLI option for notifying local outdated build

Manim will notify user if local installation is outdated, after
rendering. This feature is enabled by default, but could be turned off
in config.

* Update notify_outdated_version instructions

* Please the flake

* Add documentation to configuration.rst

* Update poetry.lock

* Update option punctuation

* No need to inform users if they're up to date

* Move variable to within method

* Remove unused import

* Update dependencies

* Update outdated version message

* Run isort

* Fix typo

* Set `--notify_outdated_version` default to `None`

Flag value by default is None so config file will determine the value.
If flag is used then value is True.

* Convert CLRF to Unix newline LF (cleaner diffs)

* Remove argument check for outdated version

Too verbose, value should be configured via config

* Handle requests exceptions

* Update manim/cli/render/commands.py

Co-authored-by: Jason Villanueva <a@jsonvillanueva.com>

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Use f-strings for logger warnings

* Update poetry.lock

* Update manim/cli/render/commands.py

Co-authored-by: KingWampy <9156604+WampyCakes@users.noreply.github.com>

* Update manim/cli/render/commands.py

Co-authored-by: KingWampy <9156604+WampyCakes@users.noreply.github.com>

* Move print statements within try block

* Except JSONDecodeError only

* Update manim/cli/render/commands.py

Co-authored-by: Naveen M K <naveen@syrusdark.website>

* Update manim/cli/render/commands.py

Co-authored-by: Naveen M K <naveen@syrusdark.website>

* Don't raise exceptions, log in debug

Co-authored-by: Jason Villanueva <a@jsonvillanueva.com>
Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>
Co-authored-by: KingWampy <9156604+WampyCakes@users.noreply.github.com>
Co-authored-by: Naveen M K <naveen@syrusdark.website>",['b74ea538b25a7b86beb63ad9002b982e17053257'],False,"['configuration.rst', '__main__.py', 'default.cfg', 'utils.py', 'commands.py', 'global_options.py', 'poetry.lock', 'pyproject.toml']"
7c8c1cb1d931168047022c8ab99bd4906d53cddd,"Grammatical error corrections in documentation (#1360)

* Grammatical error correction of docs

* Update contributing.rst

* Update development.rst

* Update development.rst

* Update development.rst

* Update for_dev.rst

* Update docs/source/installation/for_dev.rst

Co-authored-by: Darylgolden <darylgolden@gmail.com>

* Update plugins.rst

* Update reporting_bugs.rst

* Update a_deeper_look.rst

* Update configuration.rst

* Update quickstart.rst

* Update building_blocks.rst

* Update testing.rst

* Update testing.rst

* Update versions.rst

* Update a_deeper_look.rst

* Update quickstart.rst

* Update quickstart.rst

* Update development.rst

* Update development.rst

* Update versions.rst

* Update versions.rst

* Update a_deeper_look.rst

* Update building_blocks.rst

* Change of complier and output format in
 ""InCodeTexTemplate"" to the defaults

* Reverted back

* Change of Complier and Output format

The Complier and Output format of class InCodeTexTemplate has been changed to the defaults (latex and .dvi)

* Update customtex.py

* Update building_blocks.rst

* Update building_blocks.rst

* Update a_deeper_look.rst

Co-authored-by: Darylgolden <darylgolden@gmail.com>
Co-authored-by: kilacoda <65204531+kilacoda@users.noreply.github.com>
Co-authored-by: Jason Villanueva <a@jsonvillanueva.com>",['cf67876ea137979f87bd322c1cf920535c429a0a'],False,"['contributing.rst', 'development.rst', 'documentation.rst', 'testing.rst', 'examples.rst', 'for_dev.rst', 'linux.rst', 'troubleshooting.rst', 'versions.rst', 'reporting_bugs.rst', 'a_deeper_look.rst', 'building_blocks.rst', 'configuration.rst', 'quickstart.rst']"
80a1bfcd2f4e44991fb58a3d7f2d3ebce87177b0,"Add flake8 and isort in docs (#1376)

* Grammatical error correction of docs

* Update contributing.rst

* Update development.rst

* Update development.rst

* Update development.rst

* Update for_dev.rst

* Update docs/source/installation/for_dev.rst

Co-authored-by: Darylgolden <darylgolden@gmail.com>

* Update plugins.rst

* Update reporting_bugs.rst

* Update a_deeper_look.rst

* Update configuration.rst

* Update quickstart.rst

* Update building_blocks.rst

* Update testing.rst

* Update testing.rst

* Update versions.rst

* Update a_deeper_look.rst

* Update quickstart.rst

* Update quickstart.rst

* Update development.rst

* Update development.rst

* Update versions.rst

* Update versions.rst

* Update a_deeper_look.rst

* Update building_blocks.rst

* Change of complier and output format in
 ""InCodeTexTemplate"" to the defaults

* Reverted back

* Change of Complier and Output format

The Complier and Output format of class InCodeTexTemplate has been changed to the defaults (latex and .dvi)

* Update customtex.py

* Update building_blocks.rst

* Update building_blocks.rst

* Update a_deeper_look.rst

* Updated Code Style to include isort and flake8

* Update

* Update

* Delete test.py

* Update development.rst

* Update development.rst

* Update development.rst

* Update development.rst

* Update docs/source/contributing/development.rst

Co-authored-by: kolibril13 <44469195+kolibril13@users.noreply.github.com>

* Update development.rst

Co-authored-by: Darylgolden <darylgolden@gmail.com>
Co-authored-by: kilacoda <65204531+kilacoda@users.noreply.github.com>
Co-authored-by: kolibril13 <44469195+kolibril13@users.noreply.github.com>",['7291e11987d14605d579812835a2e7a6ac98f9a5'],False,['development.rst']
ac17f757a08fa0916d299f814c2280fb4aca9945,"Fix bug in :meth:`vector_coordinate_label` and move it to :class:`~.geometry.py` (#1407)

* remove vector_coordinate_label, move to geometry.py, fix bug

* black

* documentation and example

* apply suggestions from code review

Co-authored-by: Benjamin Hackl <devel@benjamin-hackl.at>",['b4b68a9c3b21ca8987c9495425b61899630b840d'],False,"['geometry.py', 'matrix.py', 'vector_space_scene.py']"
edf0501ee59366497bb6492bf2424be17466b89d,"Restructure vector_field module and add documentation (#1347)

* test

* revert test changes

* Remove unused start_points_generator_config

* fix performance problem

* add documentation to get_arc_length

* black

* change from deprecated update to interpolate

* Add typing, documentation, examples to VectorField

* add docs to VectorField.get_vector

* change color gradient calculations

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Change VectorField to ArrowVectorField

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* remove unuesd imports

* add nudge docs

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Finish VectorField docs

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Adjust ArrowVectorField documentation to reflect changes

* fix background_image stuff and move to VectorField class

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Work on StreamLines

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* docs ArrowVectorField

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* merge

* some cleanup

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix annoying bug in camara that cost me FAR to much time.

* cleanup and docs

* black

* remove print in camera

* StreamLines examples, docs, create method

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* move ShowPassingFlashWithThinningStrokeWidth to indication

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Move AnimatedStreamLines to StreamLines

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* add fade_out_animation

* add docs exaple to fade_out_animation

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* rename to end_animation

* fix inconsistancy in example

* clean up imports

* Apply suggestions from code review

Co-authored-by: Darylgolden <darylgolden@gmail.com>

* Update manim/mobject/vector_field.py

Co-authored-by: Naveen M K <naveen@syrusdark.website>

* get_norm to np.linalg.norm

* Add missing komma

* move np.linalg.norm into __init__

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Reduce genration time  of examples

* fix docs build issue

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* redo CI

* Update manim/mobject/vector_field.py

Co-authored-by: Oliver <44864613+PhotonSpheres@users.noreply.github.com>

* Restart CI

* Change from temporary image file to Image

Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>
Co-authored-by: Benjamin Hackl <devel@benjamin-hackl.at>
Co-authored-by: Darylgolden <darylgolden@gmail.com>
Co-authored-by: Naveen M K <naveen@syrusdark.website>
Co-authored-by: Oliver <44864613+PhotonSpheres@users.noreply.github.com>",['9e88b64cd4af0ef1ae24400999a4a9aa28adb5d1'],False,"['indication.py', 'vector_field.py']"
7248cf584ae941bad7a82b9ceab4ac26640e78d6,"Fix CLI bugs (#1431)

* First draft at fixing CLI bugs

Fixed output_file option

Removed -h help flag from manim/manim render

* Updated play logic test to use format = png

* Added suggestions, fixed test cases

* Revert file

* Fix?

* Append format to end of config_code

* Update manim/cli/render/render_options.py

Co-authored-by: Benjamin Hackl <devel@benjamin-hackl.at>

* Add format to default.cfg

Co-authored-by: Benjamin Hackl <devel@benjamin-hackl.at>",['7fa446cf544f5b0b4c16fff842d76a2493281df7'],False,"['manim_directive.py', '__main__.py', 'default.cfg', 'utils.py', 'commands.py', 'output_options.py', 'render_options.py', 'scene.py', 'scene_file_writer.py', 'file_ops.py', 'poetry.lock', 'pyproject.toml', 'graphical_units.py']"
684065fa900662037dabce500b84a4557da58257,"Shader mobject (#1462)

* Add Scene.embed_2

* Don't overwrite Scene methods

* Checks

* Remove extra test

* Add docstring

* Allow rerunning the same Scene

* Allow rerunning with file changes

* Found how to kill terminal thread

* Allow for skipping part of a preview

* Add warning

* break out of the loop if no rerun is requested

* Add test shader code

* Port a shader from shadertoy

* Save in-progress work

* Add Shader and Mesh classes

* Rotation matrices

* #INSERT -> #include

* Render with Mesh instead of render groups

* Add mesh updaters and FullscreenQuad

* Beginning OrbitControls

* OribitControls working

* Attempt using a symmetric perpective projection

* Fix OrbitControls and perspective projection

* Remove unecessary changes

* Add docstring for RerunSceneHandler

* Move OrbitControls into Scene, simplify examples

* Modification to matrix code, converting attributes to homogeneous coords

* Add better camera controls

* Check depth test

* Debug some shaders

* Cleanup for PR

* Address pre-commit checks

* Review comments

* iterdir",['2a279be3fd22c10b61fb5a4df9ae6ff13e47dbb1'],False,"['opengl.py', 'commands.py', '__init__.py', 'opengl_renderer.py', 'shader.py', 'shader_wrapper.py', 'frag.glsl', 'vert.glsl', 'design.frag', 'design_2.frag', 'design_3.frag', 'vert.glsl', 'NOTE.md', 'add_light.glsl', 'camera_uniform_declarations.glsl', 'finalize_color.glsl', 'get_gl_Position.glsl', 'get_rotated_surface_unit_normal_vector.glsl', 'get_unit_normal.glsl', 'position_point_into_frame.glsl', 'quadratic_bezier_distance.glsl', 'quadratic_bezier_geometry_functions.glsl', 'frag.glsl', 'vert.glsl', 'frag.glsl', 'geom.glsl', 'vert.glsl', 'frag.glsl', 'geom.glsl', 'vert.glsl', 'simple_vert.glsl', 'frag.glsl', 'vert.glsl', 'frag.glsl', 'vert.glsl', 'frag.glsl', 'geom.glsl', 'vert.glsl', 'frag.glsl', 'vert.glsl', 'scene.py', 'opengl.py', 'space_ops.py']"
57a90b79be0d204c07f9fc96497d99eb27622c7a,"Add SVG elliptical arc support (#1475)

* Add SVG elliptical arc support to svg_path.py

* Add SVG support for elliptical arcs

* Add debug fixes from Mark Miller.  Add sweep limit case for elliptical arcs that are multiple of 90 degrees.

* Add unit test for SVG elliptical arcs.  Add control data.

* Cast type of stroke_width if it is string.

* Fix black and isort.",['65d852f33c6939b1e0f75a88324715d11ce21963'],False,"['svg_path.py', 'vectorized_mobject.py', 'Arcs01Test.npz', 'Arcs02Test.npz', 'HalfEllipseTest.npz', 'arcs01.svg', 'arcs02.svg', 'half_ellipse.svg', 'test_img_and_svg.py']"
df7a2f5dfcd5804ec71b6b4f58c346d3a9ff78c8,"Build the docs - Logging  (#1461)

* test

* revert test changes

* first logging changes

* fix unrelated typo

* change to logging

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Save logs to csv file for later reading it

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix makefile issues

* remove unnecessary comments

* clean up manim_directive

* fix local var bug

* Show log only if examples have been rendered

* Move controll from makefile to sphinx events

* remove added blank line

* remove rendering_summary file

* fix slight regex problem

* comment out code in question

* change encoding

* re-add code

* switch to build-finished event

* fix indentation bug

* use csv module

* Update manim/mobject/mobject.py

Co-authored-by: Jason Villanueva <a@jsonvillanueva.com>

* Update manim/mobject/mobject.py

Co-authored-by: Jason Villanueva <a@jsonvillanueva.com>

* Use Pathlib

Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>
Co-authored-by: Jason Villanueva <a@jsonvillanueva.com>
Co-authored-by: Jan-Hendrik Müller <44469195+kolibril13@users.noreply.github.com>",['1104f2d7255f026e4942536ffe2e48567da6f680'],False,"['.gitignore', 'Makefile', 'manim_directive.py', 'mobject.py']"
71b86d5dfa83f9d3c2e4cea8471c369f599827ef,"Deprecation Decorators (#1404)

* test

* revert test changes

* finish draft implementation

* use @wrapss to remove docs problems

* reduce complexity and add doc deprecation

* Docs deprecated_params

* add decoratos to __init__

* Add decorators to documentation

* Finish detailed docs

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Apply suggestions from code review

Co-authored-by: Naveen M K <naveen@syrusdark.website>

* change since/until/message param docs

* Mark get_callable_info and deprecation_text_component as private

* change how until is included in warning messages

* Add The to prameter descriptions

* is deprecated => has been deprecated

* Fix typo

* fix typo

* make params docs more readable

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* make redirections docs clearer

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Fix typo

* fix typo

* fix typo

* is_are => has_have_been

* fix typo
(at this point I am questioning my ability to type prameter)

* update deprendency list

* order dependencies

* update examples

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix dependeny problem

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix duplicate problem

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* change decorator version

* updated lock file

* enhance function / method separation

* fix typo and double underscores

* rename message_ and replacement_

* Change warning to custom admonition

* remove [] as default parameters

* Remove """" around type

* fix typo

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix bug and move to inspect

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* doc string => docstring

* rename to deprecate

* change module docstring

* change to deprecation.py

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* some sugesstions

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* remove tests again

* Rename decorators.py to deprecate.py

* Update poetry.lock

* Test if deprecated class outputs the correct warning when used

* Rename deprecate to deprecation

* Fix typos

* Shorten conditional for msg

* Shorten conditional for since

* Shorten conditional for until

* Specify decorator arguments in test

* Add tests for since and until arguments

* Add test for since and until as arguments

* Add test for msg argument for class

* Add test for replacement argument for class

* Remove unneeded docstring in deprecated class

* Add test for deprecate method, no args

* Update docstring examples, move deprecated method outside class

* Add test for method in class, since and message args

* Add test for deprecating nested class

* Add test for deprecated method in nested class

* Test deprecation of nested function

* Test param deprecation, only params argument

* Test deprecation of single method param

* Rename single param test method name

* Fix deprecated_params docstring whitespace

* Test parameter redirection using tuple

* Update warning msgs in deprecated_params docstring

* Test parameter redirection using lambda function

* Test param redirection from many to one

* Test param redirection from one to many

* Update Top.foo to deprecate with message

* handle empty docstrings

* fix typo

* Update poetry.lock

* Update poetry.lock

* Deprecate ShowCreation using decorator to test the docs

* Test docstring for deprecated class

* Test docstring for Bar and Baz classes

* Test docstrings for the rest of the classes

* Test docstrings for Top methods

* Test docstrings for Top.Nested

* Test docstring for nested method

* Move deprecations to deprecation system

* Some more deprecations

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix version numbering inconsistancies

* Fix naming issue and MetaClass handling

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* restart CI

Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>
Co-authored-by: Naveen M K <naveen@syrusdark.website>
Co-authored-by: Ricky Chon <rickychon99@gmail.com>
Co-authored-by: Jan-Hendrik Müller <44469195+kolibril13@users.noreply.github.com>",['836278922a5da49a85854df8dd6050b03dc8b0ab'],False,"['reference.rst', 'animation.py', 'creation.py', 'indication.py', 'numbers.py', 'opengl_geometry.py', 'opengl_tex_mobject.py', 'svg_path.py', 'debug.py', 'deprecation.py', 'space_ops.py', 'poetry.lock', 'pyproject.toml', 'template_docsting_with_example.py', 'test_deprecation.py']"
da4f4e026d498d970b689e9b0b6e0d1144994e29,"Added :func:`~.override_animation` decorator (#1422)

* Basic functionality

* Add option use_default

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix enheritance issue

* fix test problem

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* move decorator to own file

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Fix bug and add test file

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* add tests

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* improved tests

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* remove unused imports

* remove unused imports

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Add docs and enhance tests

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix tests

* animation_class to snake_case

* Move to __init_subclass__
This required to move the animation overrides
dict to the Mobject class due to circular import
problems

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Update manim/animation/override_animation.py

Co-authored-by: Naveen M K <naveen@syrusdark.website>

* Update manim/animation/override_animation.py

Co-authored-by: Naveen M K <naveen@syrusdark.website>

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix relative import error

* fix typing problems

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Architecture refactoring
(suggested by friedkeenan)

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* add debug message

* Update docs/source/reference.rst

Co-authored-by: friedkeenan <friedkeenan@protonmail.com>

* Update manim/mobject/mobject.py

Co-authored-by: friedkeenan <friedkeenan@protonmail.com>

* rename to animation_override_for

* Update manim/mobject/mobject.py

Co-authored-by: friedkeenan <friedkeenan@protonmail.com>

* Update manim/mobject/mobject.py

Co-authored-by: friedkeenan <friedkeenan@protonmail.com>

* Update manim/mobject/mobject.py

Co-authored-by: friedkeenan <friedkeenan@protonmail.com>

* Update manim/animation/animation.py

Co-authored-by: friedkeenan <friedkeenan@protonmail.com>

* Move type annotation

* Give animation_overrides to Mobejct as well

* Add docs and typing

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Update manim/mobject/mobject.py

Co-authored-by: Naveen M K <naveen@syrusdark.website>

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* remove unnecessary import

* Update manim/mobject/mobject.py

Co-authored-by: friedkeenan <friedkeenan@protonmail.com>

* Update manim/mobject/mobject.py

Co-authored-by: friedkeenan <friedkeenan@protonmail.com>

* Restart CI

Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>
Co-authored-by: Naveen M K <naveen@syrusdark.website>
Co-authored-by: friedkeenan <friedkeenan@protonmail.com>
Co-authored-by: Hugues Devimeux <36239975+huguesdevimeux@users.noreply.github.com>",['567f0c6dc995eb740d94854f105deac3b6f21637'],False,"['animation.py', 'logo.py', 'mobject.py', 'exceptions.py', 'test_override_animation.py']"
15261ea65b4f81578c088a795d409bb37f98e927,"Fading module enhancements (#1454)

* finish draft implementation
* use @wrapss to remove docs problems
* reduce complexity and add doc deprecation
* Docs deprecated_params
* add decoratos to __init__
* Add decorators to documentation
* Finish detailed docs
* Apply suggestions from code review
Co-authored-by: Naveen M K <naveen@syrusdark.website>

* change since/until/message param docs
* Mark get_callable_info and deprecation_text_component as private
* change how until is included in warning messages
* Add The to parameter descriptions
* make params docs more readable
* make redirections docs clearer
* update dependency list
* order dependencies
* update examples
* fix dependency problem
* fix duplicate problem
* change decorator version
* updated lock file
* enhance function / method separation
* fix typo and double underscores
* rename message_ and replacement_
* Change warning to custom admonition
* remove [] as default parameters
* Remove """" around type
* fix bug and move to inspect
* doc string => docstring
* rename to deprecate
* change module docstring
* change to deprecation.py
* remove tests again
* Rename decorators.py to deprecate.py
* Update poetry.lock
* Test if deprecated class outputs the correct warning when used
* Rename deprecate to deprecation
* Shorten conditional for msg, since, util
* Specify decorator arguments in test
* Add tests for since and until as arguments
* Add test for msg argument for class
* Add test for replacement argument for class
* Remove unneeded docstring in deprecated class
* Add test for deprecate method, no args
* Update docstring examples, move deprecated method outside class
* Add test for method in class, since and message args
* Add test for deprecating nested class
* Add test for deprecated method in nested class
* Test deprecation of nested function
* Test param deprecation, only params argument
* Test deprecation of single method param
* Rename single param test method name
* Fix deprecated_params docstring whitespace
* Test parameter redirection using tuple
* Update warning msgs in deprecated_params docstring
* Test parameter redirection using lambda function
* Test param redirection from many to one
* Test param redirection from one to many
* Update Top.foo to deprecate with message
* FadeIn & FadeOut overhaul and deprecations
* Adjust examples
* Add docs
* Add simple example
* handle empty docstrings
* Update poetry.lock
* Deprecate ShowCreation using decorator to test the docs
* Test docstrings
* add examples
* Update example_scenes/basic.py

Co-authored-by: Laith Bahodi <70682032+hydrobeam@users.noreply.github.com>
Co-authored-by: Naveen M K <naveen@syrusdark.website>
Co-authored-by: Ricky Chon <rickychon99@gmail.com>
Co-authored-by: Laith Bahodi <70682032+hydrobeam@users.noreply.github.com>",['da4f4e026d498d970b689e9b0b6e0d1144994e29'],False,"['examples.rst', 'basic.py', 'fading.py', 'indication.py', 'transform_matching_parts.py', 'vectorized_mobject.py', 'test_composition.py', 'test_creation.py']"
f173192c7ac4f1a18f6981f22a24fcbec35d36cd,"Improved handling of substring isolation within sqrt, and fixed a bug with transform_mismatch for the matching shape transforms (#1527)

* improve handling of substring isolation within sqrt

* fix odd fadein/fadeout behavior of TransformMatchingAbstractBase

Co-authored-by: Jason Villanueva <a@jsonvillanueva.com>",['cd23cf1b0c7fd8663b0b6f4e023d9a4a34e996a5'],False,"['transform_matching_parts.py', 'tex_mobject.py']"
f6d63d78e9c3caca5a673b676124741a94ca3376,"Refactored scene caching and fixed issue when a different hash was produced when copying a mobject in the scene  (#1211)

* refactored scene caching

* black

* Added docstrings

* fixed tests

* Fixed tests

* woops

* docs and small refactor

* changed back memoization in encode

* last fixes

* fixed copy making the hash unconsistent

* added keys to filter out option

* merge conflicts oops

* Fixed tests

* Update manim/utils/hashing.py

* Apply suggestions from code review

* Update manim/utils/hashing.py

* (Hopefully) fixed CI tests

* Fixed ytpo

* Fixed again tests ?

* one mooore time

* Fixed test by adressing the possibilties of multiple hashes produced

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* Fixed typo -_-

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* REmoved debug var

* Format

Co-authored-by: Benjamin Hackl <devel@benjamin-hackl.at>
Co-authored-by: kilacoda <kilacoda@gmail.com>
Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>",['b726b40089a58a4684725d7216b01d8400ffb2bf'],False,"['hashing.py', 'test_hashing.py', 'test_cairo_renderer.py']"
2c8790a82af77ff62aa044f4eb842a1144eaece4,"Porting methods from :class:`GraphScene` to :class:`CoordinateSystem` (#1472)

* revert NumberPlane box and minor changes to other classes

* replace width in config with x_length

* fix tests

* comment out test

* get_graph label + dot mechanics

* remove graph_label from graphscene

* port over i2gp documentation + typing

* port over angle_of_tangent + docs + typing

* fix get_projection

* get_riemann rectangles + move get_graph_label

* doc changes to i2gp

* slope of tangent and get_derivative

* adjust get_axist label to allow more than mathtex

* fix dot_config

* remove default parameters from graph_get_label

* reordering + minor doc changes

* get_secant_slope_group

* get_vertical_lines_to_graph

* add_t_label converted + example + dics + portability +

* static method

* doc touchups + bugfix in get_graph

* bring back get_graph_label in graphscene

* bring back get_graph_label in graphscene pt2

* bring back get_graph_label in graphscene pt 3

* suggestions from code review + two bug fixes + documentation edits

* hardcode width_scale_factor + edits

* added docs for label methods

* fix get_graph's t_range issue, tuple issue and spam np.array in functions.py

* forgot movbject quotes + get_Graph fix

* x_range

* add defaults for coordinate_system

* oops passed x_range not t_range for get_graph

* minor docs fix + restore width_Scale_factor

* add numbers_to_include for number_line

* added get_area, bounded_graph and blend

* [pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci

* fix: none can be specified for get_area + minor changes

* forgot self.origin_shift

* bad at git

* minor change to numberline.py: defaults rounded + numbers_to_include removes need for include_numbers

* fix: get_projection actually works now

* fix typing

* precommit + missing import

* botched imports

* improve logic for add_numebrs, (maybe sets?)

* fix self.numbers_to_include and add tips parameter that makes tip removal easy

* Apply suggestions from code review

Co-authored-by: Abhijith Muthyala <73361366+abhi3019@users.noreply.github.com>

* remove some unnecessary np.array

Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>
Co-authored-by: Benjamin Hackl <devel@benjamin-hackl.at>
Co-authored-by: Abhijith Muthyala <73361366+abhi3019@users.noreply.github.com>",['0f8718ab8ea68ee580f7b8ea8abca7301ddca9f0'],False,"['coordinate_systems.py', 'functions.py', 'geometry.py', 'number_line.py']"
